passID,timestamp,stationRef,vehicleRef,charge,stationID,vehicleID,providerAbbr
TNA8242147;3/11/2019 19:24;KO02;JO50FSF60755;2.2;KO02;JO50FSF60755;KO
NEX8026868;3/11/2019 19:51;NE16;FY47TUN40300;1.0;NE16;FY47TUN40300;NE
DHJ1006098;3/11/2019 21:02;OO02;WG11QVY31890;1.0;OO02;WG11QVY31890;OO
LKS2188645;3/11/2019 21:36;EG01;CM15YCB60994;2.0;EG01;CM15YCB60994;EG
VQD5141690;3/11/2019 22:03;OO10;XV91YMP27722;2.5;OO10;XV91YMP27722;MR
MJS6404479;3/11/2019 22:06;NE10;NZ35XLQ89678;1.5;NE10;NZ35XLQ89678;NE
RAF5688539;3/11/2019 22:19;OO01;IC95TLY24827;2.0;OO01;IC95TLY24827;OO
CAO8628149;3/11/2019 22:47;AO12;HT62RDI04611;2.8;AO12;HT62RDI04611;AO
AUY7563502;4/11/2019 0:23;OO10;SL09NOT64494;2.2;OO10;SL09NOT64494;GF
UHP8368572;4/11/2019 1:55;AO05;TZ48CCW54765;2.8;AO05;TZ48CCW54765;EG
UDC2476476;4/11/2019 2:11;GF00;QN12NTR81378;2.8;GF00;QN12NTR81378;GF
LUB6557671;4/11/2019 2:37;KO04;QW79CHL42244;2.8;KO04;QW79CHL42244;KO
IWT3248598;4/11/2019 2:48;AO00;DP11ENT03275;3.1;AO00;DP11ENT03275;AO
NWC0459181;4/11/2019 2:54;GF00;LM86GYO69819;2.8;GF00;LM86GYO69819;GF
YIB0654055;4/11/2019 4:37;GF00;JE65QJK64802;2.8;GF00;JE65QJK64802;GF
EBC1986444;4/11/2019 5:14;NE16;PM58XHX45588;1.5;NE16;PM58XHX45588;NE
ZIY6192430;4/11/2019 6:02;KO07;JO50FSF60755;2.2;KO07;JO50FSF60755;KO
TCJ5391222;4/11/2019 6:22;NE10;CP56DAO45598;1.25;NE10;CP56DAO45598;GF
NXB6042547;4/11/2019 7:09;MR02;WU78BMX13511;3.1;MR02;WU78BMX13511;GF
UCI7724206;4/11/2019 7:45;MR01;UA13YTK28483;2.8;MR01;UA13YTK28483;MR
QAV4667180;4/11/2019 8:31;EG03;IW53OQE31439;2.8;EG03;IW53OQE31439;EG
JGU1415670;4/11/2019 9:36;EG11;TE24LCO18661;1.25;EG11;TE24LCO18661;EG
JIX4055830;4/11/2019 11:28;EG01;TZ48CCW54765;3.1;EG01;TZ48CCW54765;EG
VFG7532811;4/11/2019 11:34;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
DTK1589606;4/11/2019 12:09;EG11;PM58XHX45588;3.1;EG11;PM58XHX45588;NE
SLS9742526;4/11/2019 12:22;GF00;LM86GYO69819;2.8;GF00;LM86GYO69819;GF
GMO1105704;4/11/2019 12:40;MR00;HT62RDI04611;1.5;MR00;HT62RDI04611;AO
QQC1847329;4/11/2019 13:33;NE15;PM58XHX45588;1.5;NE15;PM58XHX45588;NE
YBH4028929;4/11/2019 15:00;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
ASS3588209;4/11/2019 15:39;GF00;WU78BMX13511;1.0;GF00;WU78BMX13511;GF
SSN9108598;4/11/2019 15:41;OO13;JF94VYA88954;2.8;OO13;JF94VYA88954;OO
XDL6390001;4/11/2019 16:17;NE09;FY47TUN40300;1.0;NE09;FY47TUN40300;NE
ZMV7845337;4/11/2019 16:43;NE02;UP28MBM38391;1.0;NE02;UP28MBM38391;NE
SXE7995176;4/11/2019 17:53;OO10;QR03XCJ37459;2.8;OO10;QR03XCJ37459;OO
CWG1331376;4/11/2019 18:04;KO05;IX01MVL33676;2.5;KO05;IX01MVL33676;KO
QRH0172047;4/11/2019 18:21;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
OOR9910711;4/11/2019 19:57;OO04;IC95TLY24827;2.0;OO04;IC95TLY24827;OO
WES5787500;4/11/2019 21:32;NE13;EV77EDV52985;1.0;NE13;EV77EDV52985;NE
NJS4668804;4/11/2019 21:55;OO05;EE22TMX10817;2.0;OO05;EE22TMX10817;OO
BQI7348086;4/11/2019 22:22;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
WDE2605327;4/11/2019 22:58;AO06;CK97FAU13897;2.8;AO06;CK97FAU13897;GF
OGZ4146838;5/11/2019 0:06;OO12;JF94VYA88954;2.8;OO12;JF94VYA88954;OO
TUE3227587;5/11/2019 0:24;AO01;SL09NOT64494;2.8;AO01;SL09NOT64494;GF
KMY2047404;5/11/2019 1:20;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
FHK8312172;5/11/2019 1:28;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
JPT9485942;5/11/2019 1:45;MR05;QO68DIC93032;2.5;MR05;QO68DIC93032;MR
RLV0942167;5/11/2019 2:01;AO08;TE24LCO18661;2.8;AO08;TE24LCO18661;EG
NTH9396951;5/11/2019 2:30;OO01;RK48BOP88344;2.8;OO01;RK48BOP88344;OO
UFL6154925;5/11/2019 3:43;KO00;ED51EWW52190;2.8;KO00;ED51EWW52190;KO
GIU9949941;5/11/2019 4:32;GF00;XF28DGK65250;2.0;GF00;XF28DGK65250;GF
FDZ5964204;5/11/2019 4:49;OO03;EE22TMX10817;2.0;OO03;EE22TMX10817;OO
QUK0786549;5/11/2019 4:54;EG02;XE59BZM26378;2.5;EG02;XE59BZM26378;EG
EJI8382529;5/11/2019 5:15;NE06;LM86GYO69819;3.1;NE06;LM86GYO69819;GF
JZT4222986;5/11/2019 5:20;NE07;OY94SZK34436;2.5;NE07;OY94SZK34436;NE
KRE0962325;5/11/2019 5:27;EG03;IN99SEN20660;2.8;EG03;IN99SEN20660;EG
CSY8489164;5/11/2019 5:51;EG11;MU06LHX94338;1.5;EG11;MU06LHX94338;EG
CEU0189053;5/11/2019 6:07;OO04;AT19HLV57173;2.8;OO04;AT19HLV57173;OO
NYH6023872;5/11/2019 8:56;OO05;AY38OQF67603;2.8;OO05;AY38OQF67603;OO
VNH8344220;5/11/2019 9:48;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
SDF9316708;5/11/2019 11:43;NE04;FY47TUN40300;1.0;NE04;FY47TUN40300;NE
IBL0940493;5/11/2019 12:22;NE06;QP02SYE47964;2.8;NE06;QP02SYE47964;NE
EKX0901019;5/11/2019 12:43;MR08;SY96JDQ97089;1.0;MR08;SY96JDQ97089;AO
ACY2718109;5/11/2019 14:45;AO12;HT62RDI04611;2.8;AO12;HT62RDI04611;AO
QCZ7872577;5/11/2019 16:18;AO01;HT62RDI04611;2.8;AO01;HT62RDI04611;AO
YTD4164249;5/11/2019 16:36;NE05;NO82BAX82566;3.1;NE05;NO82BAX82566;NE
OCN5556905;5/11/2019 17:08;OO01;PE73VJU23485;2.5;OO01;PE73VJU23485;AO
QFH2159307;5/11/2019 18:06;EG09;IC95TLY24827;1.0;EG09;IC95TLY24827;OO
JPF5237940;5/11/2019 18:08;NE14;PD45WOT56494;2.0;NE14;PD45WOT56494;NE
WBC6786299;5/11/2019 19:56;NE09;IA29IQS63679;1.0;NE09;IA29IQS63679;NE
OEZ4034564;5/11/2019 20:28;EG06;TV81MAQ99005;2.8;EG06;TV81MAQ99005;EG
OSD4405019;5/11/2019 20:38;NE09;PM58XHX45588;1.5;NE09;PM58XHX45588;NE
JJR8886511;5/11/2019 22:08;NE11;ED51EWW52190;3.1;NE11;ED51EWW52190;KO
AZA2058344;5/11/2019 22:19;OO04;QX75YWC61835;2.8;OO04;QX75YWC61835;OO
XJW3048550;5/11/2019 22:26;EG08;TV81MAQ99005;2.8;EG08;TV81MAQ99005;EG
SPJ5830201;5/11/2019 22:39;OO06;PF04UCA93312;2.2;OO06;PF04UCA93312;GF
MVE9345850;5/11/2019 22:54;OO09;DV04FQL29609;1.0;OO09;DV04FQL29609;AO
ULL4717404;6/11/2019 0:00;MR00;XV91YMP27722;2.5;MR00;XV91YMP27722;MR
MLI3076796;6/11/2019 0:44;KO04;VL67TFO75321;1.25;KO04;VL67TFO75321;EG
KMN6278057;6/11/2019 2:00;KO02;UP28MBM38391;1.5;KO02;UP28MBM38391;NE
MHN3829413;6/11/2019 3:01;NE03;EV77EDV52985;1.0;NE03;EV77EDV52985;NE
JZC4276559;6/11/2019 3:07;AO08;BM25PHF40639;13.0;AO08;BM25PHF40639;AO
FAX3419151;6/11/2019 3:35;KO09;JO50FSF60755;2.2;KO09;JO50FSF60755;KO
JBI9735476;6/11/2019 3:46;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
LGN2032902;6/11/2019 4:12;AO13;YL27IFD65117;2.0;AO13;YL27IFD65117;AO
RNM2814145;6/11/2019 5:17;AO14;OC94ASJ72024;1.0;AO14;OC94ASJ72024;AO
JFO7762470;6/11/2019 6:16;AO10;JO50FSF60755;2.8;AO10;JO50FSF60755;KO
ACE8114498;6/11/2019 8:14;EG11;IW53OQE31439;2.8;EG11;IW53OQE31439;EG
DLG2743562;6/11/2019 8:32;KO07;BM25PHF40639;2.2;KO07;BM25PHF40639;AO
QYN3351864;6/11/2019 9:50;EG07;VL67TFO75321;13.0;EG07;VL67TFO75321;EG
GZM5269378;6/11/2019 10:07;AO03;QN12NTR81378;2.8;AO03;QN12NTR81378;GF
RAQ8677047;6/11/2019 11:54;AO04;LG64ARC91224;13.0;AO04;LG64ARC91224;AO
YEB0426334;6/11/2019 14:23;OO07;VJ92OYV94295;2.5;OO07;VJ92OYV94295;OO
YLC5493935;6/11/2019 14:40;OO11;AY38OQF67603;2.8;OO11;AY38OQF67603;OO
SPO5968274;6/11/2019 15:15;AO17;XF28DGK65250;2.8;AO17;XF28DGK65250;GF
HXP8049217;6/11/2019 15:22;MR02;BI87HYL81972;1.0;MR02;BI87HYL81972;MR
QWG6619520;6/11/2019 15:42;AO03;BM25PHF40639;13.0;AO03;BM25PHF40639;AO
NMN0469244;6/11/2019 16:41;KO03;KB55KTM48860;2.5;KO03;KB55KTM48860;KO
SNH5325532;6/11/2019 17:14;OO01;QR03XCJ37459;2.8;OO01;QR03XCJ37459;OO
MMM1239318;6/11/2019 17:30;MR04;KF48RSD79865;2.8;MR04;KF48RSD79865;MR
SSR1531442;6/11/2019 17:47;MR02;EZ65FLV39493;2.8;MR02;EZ65FLV39493;MR
OSX9280004;6/11/2019 17:52;EG09;XE59BZM26378;2.5;EG09;XE59BZM26378;EG
HLB1670169;6/11/2019 17:55;OO08;MP14WFM40909;1.0;OO08;MP14WFM40909;GF
MDX9635488;6/11/2019 18:12;NE05;PM58XHX45588;1.25;NE05;PM58XHX45588;NE
WQW0086178;6/11/2019 21:36;OO09;AY38OQF67603;2.8;OO09;AY38OQF67603;OO
FIW8128258;6/11/2019 22:05;MR05;BI87HYL81972;1.0;MR05;BI87HYL81972;MR
OAY7591813;6/11/2019 22:26;KO06;JO50FSF60755;2.2;KO06;JO50FSF60755;KO
BVL5607381;6/11/2019 23:59;MR07;EZ65FLV39493;2.8;MR07;EZ65FLV39493;MR
SCL3062998;7/11/2019 2:30;KO06;IX01MVL33676;2.5;KO06;IX01MVL33676;KO
HNZ2456009;7/11/2019 2:33;NE02;VL67TFO75321;3.1;NE02;VL67TFO75321;EG
SBU0307354;7/11/2019 2:48;NE12;HR53SRO94328;2.8;NE12;HR53SRO94328;MR
STQ4103301;7/11/2019 3:20;NE03;NY14GZR94632;2.8;NE03;NY14GZR94632;NE
XYO6763151;7/11/2019 4:11;EG09;EC02LZC49528;2.8;EG09;EC02LZC49528;EG
RPV4758829;7/11/2019 4:54;AO13;BZ76ROL87339;1.0;AO13;BZ76ROL87339;AO
ULJ2236832;7/11/2019 5:11;AO13;BM25PHF40639;13.0;AO13;BM25PHF40639;AO
PJC3869988;7/11/2019 5:16;MR02;QN23UHH39091;2.8;MR02;QN23UHH39091;MR
IAJ2768387;7/11/2019 6:59;EG02;JD78PQD35395;1.0;EG02;JD78PQD35395;EG
JMN4257466;7/11/2019 7:34;AO13;TE24LCO18661;2.8;AO13;TE24LCO18661;EG
NIJ0506388;7/11/2019 7:51;AO10;PE73VJU23485;2.8;AO10;PE73VJU23485;AO
DTS6010881;7/11/2019 8:00;OO06;ED51EWW52190;1.25;OO06;ED51EWW52190;KO
ROK7701146;7/11/2019 10:19;AO08;BM25PHF40639;13.0;AO08;BM25PHF40639;AO
XRU2548982;7/11/2019 10:21;EG10;IW53OQE31439;2.8;EG10;IW53OQE31439;EG
UYC9913978;7/11/2019 10:47;KO08;VX68BAR38623;2.2;KO08;VX68BAR38623;NE
VJF5626916;7/11/2019 11:33;OO07;JF94VYA88954;2.8;OO07;JF94VYA88954;OO
LNS0632487;7/11/2019 12:04;MR00;SU00RDZ36214;3.1;MR00;SU00RDZ36214;AO
EQR9233345;7/11/2019 12:17;KO01;JD78PQD35395;1.5;KO01;JD78PQD35395;EG
FDV0581367;7/11/2019 12:28;OO09;VJ92OYV94295;2.5;OO09;VJ92OYV94295;OO
CYA0298714;7/11/2019 13:57;AO13;DP11ENT03275;3.1;AO13;DP11ENT03275;AO
DAW7022632;7/11/2019 14:18;AO13;SY96JDQ97089;1.5;AO13;SY96JDQ97089;AO
GHQ6432887;7/11/2019 15:03;AO11;RR73DWB65452;2.8;AO11;RR73DWB65452;AO
XWY1739950;7/11/2019 15:26;OO12;AY38OQF67603;2.8;OO12;AY38OQF67603;OO
SHN5573237;7/11/2019 16:24;EG10;QU94IGC75528;1.25;EG10;QU94IGC75528;EG
BEH8001507;7/11/2019 16:24;NE09;AT19HLV57173;2.2;NE09;AT19HLV57173;OO
MQC9324499;7/11/2019 16:47;KO07;KB55KTM48860;2.5;KO07;KB55KTM48860;KO
VXW6252977;7/11/2019 17:27;NE07;EN26OAB52983;2.5;NE07;EN26OAB52983;GF
HVN0737944;7/11/2019 17:32;AO01;QN12NTR81378;2.8;AO01;QN12NTR81378;GF
FJF9517700;7/11/2019 18:30;MR00;QN23UHH39091;2.8;MR00;QN23UHH39091;MR
MJE5520149;7/11/2019 19:10;OO04;EM54HQI58682;2.8;OO04;EM54HQI58682;OO
HTC1993720;7/11/2019 19:29;EG00;TZ48CCW54765;3.1;EG00;TZ48CCW54765;EG
VTR3811313;7/11/2019 19:48;EG00;TV81MAQ99005;2.8;EG00;TV81MAQ99005;EG
TBT1658682;7/11/2019 20:09;NE03;NO82BAX82566;3.1;NE03;NO82BAX82566;NE
IDB0197893;7/11/2019 20:18;AO13;BM25PHF40639;13.0;AO13;BM25PHF40639;AO
VAF6406335;7/11/2019 21:15;KO03;FL13UMN92207;1.0;KO03;FL13UMN92207;KO
CPK7958089;7/11/2019 23:10;AO14;HT62RDI04611;2.8;AO14;HT62RDI04611;AO
QQN1700090;7/11/2019 23:44;AO07;MX39VOS38645;2.8;AO07;MX39VOS38645;AO
WNT3078607;8/11/2019 0:24;MR05;HE38BQH01623;2.8;MR05;HE38BQH01623;MR
HKA7586510;8/11/2019 0:31;KO09;HW75BKT77773;2.2;KO09;HW75BKT77773;KO
WJP6680956;8/11/2019 2:08;MR01;KF48RSD79865;2.8;MR01;KF48RSD79865;MR
VDT6555894;8/11/2019 3:01;KO03;QW79CHL42244;2.8;KO03;QW79CHL42244;KO
LBC8348958;8/11/2019 3:35;AO01;LG64ARC91224;13.0;AO01;LG64ARC91224;AO
NIG3138080;8/11/2019 4:52;NE11;EG95RTB75032;2.8;NE11;EG95RTB75032;NE
DLP5437924;8/11/2019 6:45;KO01;HW75BKT77773;2.2;KO01;HW75BKT77773;KO
FIL7655836;8/11/2019 7:30;OO05;BK77KNV91142;2.8;OO05;BK77KNV91142;OO
TTA2637594;8/11/2019 8:29;MR07;BI87HYL81972;1.0;MR07;BI87HYL81972;MR
VDL7196690;8/11/2019 9:39;EG11;IW53OQE31439;2.8;EG11;IW53OQE31439;EG
ZPS2483962;8/11/2019 11:12;AO15;JO50FSF60755;2.8;AO15;JO50FSF60755;KO
AQM3915144;8/11/2019 12:37;AO10;VL67TFO75321;2.8;AO10;VL67TFO75321;EG
PPP6924969;8/11/2019 13:25;AO12;MX39VOS38645;2.8;AO12;MX39VOS38645;AO
APF3669348;8/11/2019 14:21;NE06;JV67MTI17124;2.0;NE06;JV67MTI17124;NE
TVW7472271;8/11/2019 16:23;EG12;UO75YNW62238;2.8;EG12;UO75YNW62238;KO
IVS7620764;8/11/2019 16:42;GF00;CK97FAU13897;2.5;GF00;CK97FAU13897;GF
KMC2515022;8/11/2019 17:04;NE02;RR73DWB65452;2.8;NE02;RR73DWB65452;AO
TJQ2141664;8/11/2019 17:30;GF00;LM86GYO69819;2.8;GF00;LM86GYO69819;GF
HBK2285503;8/11/2019 20:21;MR06;HR53SRO94328;13.0;MR06;HR53SRO94328;MR
GWH4167961;8/11/2019 23:03;MR00;HE38BQH01623;2.8;MR00;HE38BQH01623;MR
AFA7068416;9/11/2019 0:07;NE10;FY47TUN40300;1.0;NE10;FY47TUN40300;NE
TCY9470857;9/11/2019 1:44;OO10;VJ92OYV94295;2.5;OO10;VJ92OYV94295;OO
JLR8273060;9/11/2019 4:22;KO08;QO77TFN61853;2.2;KO08;QO77TFN61853;KO
DOP4484751;9/11/2019 5:10;AO15;PE73VJU23485;2.8;AO15;PE73VJU23485;AO
XCD6653384;9/11/2019 5:15;EG02;CR31GMR97972;1.5;EG02;CR31GMR97972;EG
SBJ6377131;9/11/2019 5:39;MR08;EZ65FLV39493;2.8;MR08;EZ65FLV39493;MR
BVA0227525;9/11/2019 6:34;EG08;QR03XCJ37459;2.8;EG08;QR03XCJ37459;OO
KDH3706709;9/11/2019 7:33;AO17;RR73DWB65452;2.8;AO17;RR73DWB65452;AO
GEH3491415;9/11/2019 8:02;AO09;PE73VJU23485;2.8;AO09;PE73VJU23485;AO
LOF8675192;9/11/2019 9:30;AO05;RK48BOP88344;2.8;AO05;RK48BOP88344;OO
NJX5372315;9/11/2019 9:49;OO13;QR03XCJ37459;2.8;OO13;QR03XCJ37459;OO
EOQ5206027;9/11/2019 10:09;EG00;LG64ARC91224;2.8;EG00;LG64ARC91224;AO
FPK9278487;9/11/2019 10:36;KO09;JO50FSF60755;2.2;KO09;JO50FSF60755;KO
VLY8278915;9/11/2019 12:24;OO04;XV40HUQ04740;1.0;OO04;XV40HUQ04740;OO
BBX0468007;9/11/2019 12:35;AO05;PE73VJU23485;2.8;AO05;PE73VJU23485;AO
FHE4013147;9/11/2019 13:09;EG09;TE24LCO18661;1.25;EG09;TE24LCO18661;EG
WGH2921406;9/11/2019 13:28;EG12;IW53OQE31439;2.8;EG12;IW53OQE31439;EG
AJW1949747;9/11/2019 13:32;OO05;LC72NRN52084;3.1;OO05;LC72NRN52084;OO
MZK4757781;9/11/2019 13:39;NE11;NZ35XLQ89678;1.5;NE11;NZ35XLQ89678;NE
SFJ0159349;9/11/2019 15:13;OO10;RK48BOP88344;2.8;OO10;RK48BOP88344;OO
MUD7989457;9/11/2019 16:07;MR02;EZ65FLV39493;2.8;MR02;EZ65FLV39493;MR
JJJ1704349;9/11/2019 17:03;OO06;EM54HQI58682;2.8;OO06;EM54HQI58682;OO
KUF8630271;9/11/2019 17:56;OO02;EE22TMX10817;2.0;OO02;EE22TMX10817;OO
BBG4370348;9/11/2019 18:30;AO09;OC94ASJ72024;1.0;AO09;OC94ASJ72024;AO
FJL7599429;9/11/2019 18:36;EG11;IW53OQE31439;2.8;EG11;IW53OQE31439;EG
ZNX4793808;9/11/2019 18:55;OO13;IC95TLY24827;2.0;OO13;IC95TLY24827;OO
CZJ1238205;9/11/2019 18:56;NE02;UP28MBM38391;1.0;NE02;UP28MBM38391;NE
JJM5040854;9/11/2019 19:40;MR01;CM15YCB60994;3.1;MR01;CM15YCB60994;EG
AVC3955047;9/11/2019 19:57;MR07;QO68DIC93032;2.5;MR07;QO68DIC93032;MR
YRS6538986;9/11/2019 20:41;EG12;XE59BZM26378;2.5;EG12;XE59BZM26378;EG
WAH2750417;9/11/2019 20:52;MR02;KW50MJG67260;1.0;MR02;KW50MJG67260;GF
LYO1753657;9/11/2019 21:06;MR08;OY94SZK34436;2.8;MR08;OY94SZK34436;NE
BZI9141973;9/11/2019 21:11;MR01;MP14WFM40909;1.0;MR01;MP14WFM40909;GF
LDB0380526;9/11/2019 21:14;OO01;BK77KNV91142;2.0;OO01;BK77KNV91142;OO
DBA7413225;9/11/2019 21:30;MR00;KF48RSD79865;2.8;MR00;KF48RSD79865;MR
QFC4021428;9/11/2019 21:57;AO13;RR73DWB65452;2.8;AO13;RR73DWB65452;AO
KLZ2210469;9/11/2019 22:18;GF00;CK97FAU13897;2.5;GF00;CK97FAU13897;GF
ZXG0088552;9/11/2019 22:52;EG04;VL67TFO75321;1.5;EG04;VL67TFO75321;EG
ZJD8237755;9/11/2019 23:07;MR03;KF48RSD79865;2.8;MR03;KF48RSD79865;MR
NRV0467338;9/11/2019 23:55;AO17;HT62RDI04611;2.8;AO17;HT62RDI04611;AO
QPL1864498;10/11/2019 0:13;OO04;XV40HUQ04740;1.0;OO04;XV40HUQ04740;OO
FHI0002341;10/11/2019 1:05;KO00;JO50FSF60755;2.2;KO00;JO50FSF60755;KO
SWA0978202;10/11/2019 1:25;MR02;BI87HYL81972;1.0;MR02;BI87HYL81972;MR
BXW1131213;10/11/2019 1:25;NE06;FY47TUN40300;1.0;NE06;FY47TUN40300;NE
YMB3720602;10/11/2019 1:32;KO05;JO50FSF60755;2.2;KO05;JO50FSF60755;KO
SOA4064386;10/11/2019 2:26;OO13;WG11QVY31890;1.0;OO13;WG11QVY31890;OO
AWS3609286;10/11/2019 2:58;NE03;OY94SZK34436;2.5;NE03;OY94SZK34436;NE
WVR8087643;10/11/2019 3:06;KO00;ED51EWW52190;2.8;KO00;ED51EWW52190;KO
LMG5825802;10/11/2019 3:15;EG11;MA30QLI76818;2.8;EG11;MA30QLI76818;GF
NDZ6675446;10/11/2019 5:12;MR07;HE38BQH01623;2.8;MR07;HE38BQH01623;MR
TRJ9748236;10/11/2019 6:48;OO01;VJ92OYV94295;2.5;OO01;VJ92OYV94295;OO
ZJM7298462;10/11/2019 7:22;MR07;QH15HWX24570;3.1;MR07;QH15HWX24570;MR
EZZ5614097;10/11/2019 7:38;OO07;JF94VYA88954;2.8;OO07;JF94VYA88954;OO
ZOS7598593;10/11/2019 7:53;MR08;HE38BQH01623;2.8;MR08;HE38BQH01623;MR
JKD6791007;10/11/2019 8:05;KO07;JO50FSF60755;2.2;KO07;JO50FSF60755;KO
JTO2654728;10/11/2019 8:06;AO04;PD45WOT56494;2.8;AO04;PD45WOT56494;NE
BWN0256822;10/11/2019 9:33;KO07;MQ65WJJ60020;1.25;KO07;MQ65WJJ60020;KO
RJX8362124;10/11/2019 11:20;EG06;CM15YCB60994;2.0;EG06;CM15YCB60994;EG
JFV1893590;10/11/2019 11:25;AO10;OC94ASJ72024;1.0;AO10;OC94ASJ72024;AO
GAW2303733;10/11/2019 12:23;MR06;QO68DIC93032;2.5;MR06;QO68DIC93032;MR
SQP0383421;10/11/2019 14:25;EG01;XE59BZM26378;2.5;EG01;XE59BZM26378;EG
NEY1154573;10/11/2019 15:18;MR02;HA82SCK64299;1.5;MR02;HA82SCK64299;MR
HIL2544507;10/11/2019 15:24;AO13;BZ76ROL87339;1.0;AO13;BZ76ROL87339;AO
KFP7208047;10/11/2019 16:31;NE01;NY14GZR94632;2.8;NE01;NY14GZR94632;NE
UYH4813525;10/11/2019 16:39;AO12;UF84JOS00561;2.8;AO12;UF84JOS00561;GF
POH3325592;10/11/2019 16:45;OO09;IZ65WAT29135;2.2;OO09;IZ65WAT29135;MR
AXD9603349;10/11/2019 18:25;AO11;BM25PHF40639;13.0;AO11;BM25PHF40639;AO
MQZ2676644;10/11/2019 19:01;NE14;JV67MTI17124;2.5;NE14;JV67MTI17124;NE
PXN7374662;10/11/2019 19:51;KO02;IX01MVL33676;2.5;KO02;IX01MVL33676;KO
UEG3250293;10/11/2019 20:34;KO07;CM15YCB60994;2.8;KO07;CM15YCB60994;EG
ERU7871863;10/11/2019 22:29;NE08;OY94SZK34436;2.5;NE08;OY94SZK34436;NE
JZN8572021;10/11/2019 22:57;OO05;QW79CHL42244;2.2;OO05;QW79CHL42244;KO
JPW1717603;10/11/2019 23:07;KO04;QO77TFN61853;2.2;KO04;QO77TFN61853;KO
QRR2143049;11/11/2019 0:08;EG02;DW44ZOO26361;2.5;EG02;DW44ZOO26361;EG
WCY4906017;11/11/2019 0:13;OO07;EE22TMX10817;2.0;OO07;EE22TMX10817;OO
IUW0592780;11/11/2019 1:06;MR04;HA82SCK64299;1.5;MR04;HA82SCK64299;MR
DUO4164221;11/11/2019 1:26;NE06;QP02SYE47964;2.8;NE06;QP02SYE47964;NE
FSQ9435863;11/11/2019 3:25;GF00;PF04UCA93312;3.1;GF00;PF04UCA93312;GF
REI3891199;11/11/2019 5:43;NE03;NZ35XLQ89678;1.5;NE03;NZ35XLQ89678;NE
WMN0703720;11/11/2019 5:59;NE06;IZ65WAT29135;3.1;NE06;IZ65WAT29135;MR
JWH4376509;11/11/2019 6:24;EG08;IN99SEN20660;1.5;EG08;IN99SEN20660;EG
VML6523732;11/11/2019 6:42;MR03;RK48BOP88344;2.8;MR03;RK48BOP88344;OO
NCG8887941;11/11/2019 7:42;AO18;PE73VJU23485;2.8;AO18;PE73VJU23485;AO
UCB9517631;11/11/2019 7:45;KO08;ED51EWW52190;2.8;KO08;ED51EWW52190;KO
EIR7555477;11/11/2019 8:34;AO13;YL27IFD65117;2.0;AO13;YL27IFD65117;AO
SUR8070152;11/11/2019 9:02;EG07;VL67TFO75321;13.0;EG07;VL67TFO75321;EG
UWP9813119;11/11/2019 9:02;MR03;IZ65WAT29135;2.0;MR03;IZ65WAT29135;MR
IRF7777958;11/11/2019 9:20;EG10;TZ48CCW54765;3.1;EG10;TZ48CCW54765;EG
NDD8548156;11/11/2019 11:29;NE03;NO82BAX82566;3.1;NE03;NO82BAX82566;NE
AIP6058944;11/11/2019 12:49;EG07;EC02LZC49528;2.8;EG07;EC02LZC49528;EG
CND7079462;11/11/2019 14:29;EG05;EM54HQI58682;1.25;EG05;EM54HQI58682;OO
LCZ8492452;11/11/2019 15:24;EG08;EC02LZC49528;2.8;EG08;EC02LZC49528;EG
ASB6984179;11/11/2019 15:38;AO14;MX39VOS38645;2.8;AO14;MX39VOS38645;AO
AGT2678949;11/11/2019 16:09;EG11;IN99SEN20660;2.8;EG11;IN99SEN20660;EG
XTE3797323;11/11/2019 16:46;KO08;JV67MTI17124;1.0;KO08;JV67MTI17124;NE
LDJ8315798;11/11/2019 16:48;KO03;MQ65WJJ60020;1.25;KO03;MQ65WJJ60020;KO
UUX6644810;11/11/2019 17:18;NE14;NZ35XLQ89678;1.5;NE14;NZ35XLQ89678;NE
FZW5556515;11/11/2019 17:51;OO06;AY38OQF67603;2.8;OO06;AY38OQF67603;OO
ATQ0168233;11/11/2019 17:55;EG11;CM15YCB60994;2.0;EG11;CM15YCB60994;EG
YLE6817024;11/11/2019 19:08;MR02;BI87HYL81972;1.0;MR02;BI87HYL81972;MR
FQK0877415;11/11/2019 19:27;MR06;QN23UHH39091;2.8;MR06;QN23UHH39091;MR
TFS0810959;11/11/2019 20:38;EG03;MU06LHX94338;1.5;EG03;MU06LHX94338;EG
YIP0117772;11/11/2019 21:21;EG07;XE59BZM26378;2.5;EG07;XE59BZM26378;EG
UKI9656792;11/11/2019 21:30;KO08;ED51EWW52190;2.8;KO08;ED51EWW52190;KO
RTM2344538;11/11/2019 22:27;OO11;JF94VYA88954;2.8;OO11;JF94VYA88954;OO
ZLZ1817173;11/11/2019 22:33;GF00;UF84JOS00561;2.8;GF00;UF84JOS00561;GF
SUL1889490;11/11/2019 22:40;GF00;IO09FGE68100;2.8;GF00;IO09FGE68100;GF
